,Customer,Gender,Income,Location Code,Marital Status
925,HM76207,F,26308,Suburban,Married
926,NT59303,F,63528,Suburban,Divorced
927,PU41393,M,20225,Suburban,Married
929,QN10888,F,87620,Rural,Married
931,XC15133,F,34990,Rural,Single
932,ST43550,M,99934,Suburban,Married
933,YT69858,F,85702,Urban,Married
934,JX68983,M,94648,Suburban,Divorced
935,HX78576,F,24516,Urban,Married
936,ZQ11381,M,61063,Urban,Married
939,ZT30559,F,15169,Suburban,Married
940,XI41106,M,55390,Urban,Married
941,ZS88847,F,27592,Suburban,Married
942,KR48903,M,88264,Suburban,Married
943,KR62797,F,83297,Suburban,Married
946,CU36986,F,55897,Suburban,Married
947,WZ53904,M,21297,Rural,Single
948,AA71604,F,87560,Suburban,Married
951,VX39856,F,89398,Rural,Married
952,TP51897,F,36843,Suburban,Married
954,EI91403,M,34946,Suburban,Married
955,QG15435,F,75680,Rural,Married
957,KU29408,M,37722,Rural,Single
958,UN37063,M,10269,Urban,Single
959,VB87946,M,49714,Urban,Married
960,AB60627,M,77517,Rural,Married
961,TA34903,M,81082,Urban,Married
962,AQ51368,F,72540,Suburban,Married
964,GB45753,M,61546,Rural,Married
965,BV79904,F,44818,Rural,Divorced
966,OB49075,M,17622,Suburban,Divorced
968,JO63462,M,79797,Rural,Divorced
969,WZ40465,F,36234,Rural,Married
970,RS24501,F,28919,Suburban,Single
972,SU56153,M,63568,Suburban,Married
973,MN20737,F,73935,Rural,Married
975,YQ15567,F,18846,Suburban,Married
976,TR88637,F,38893,Rural,Single
978,XX88577,M,84824,Rural,Married
979,NE49052,F,20068,Urban,Married
982,WH32183,M,97245,Rural,Divorced
983,ES90681,F,51808,Suburban,Married
984,DW96592,M,71391,Urban,Married
987,MB90871,F,23496,Rural,Married
988,QR15221,F,22562,Suburban,Married
989,QL77686,F,23986,Urban,Married
990,ON77827,F,22974,Urban,Married
992,TI92884,M,61844,Suburban,Divorced
993,JH73503,M,24804,Suburban,Married
994,YE97964,F,27760,Urban,Married
995,VA30351,F,74454,Suburban,Single
996,PV55726,F,29462,Suburban,Single
997,UC88305,F,52266,Rural,Single
999,ZV32120,M,23599,Suburban,Single
1000,FB80807,M,36088,Suburban,Single
1001,AS55677,F,70534,Rural,Divorced
1002,WA15684,M,27398,Suburban,Married
1003,SA50567,M,85296,Suburban,Married
1004,KJ31611,M,31063,Suburban,Married
1006,KN21017,M,52367,Urban,Married
1007,PX44289,M,58651,Suburban,Single
1008,AM97901,F,84831,Suburban,Single
1009,RE42925,M,49088,Suburban,Divorced
1010,TR81766,F,70263,Rural,Married
1011,CH85057,F,45354,Rural,Married
1013,EG40670,F,28334,Suburban,Single
1014,HV83672,F,38772,Urban,Married
1015,MG10140,F,41479,Rural,Married
1016,TC44716,M,23909,Suburban,Single
1017,QO65264,M,48328,Rural,Married
1018,EB66698,M,86689,Suburban,Single
1019,OT52034,M,24204,Suburban,Married
1020,CH85444,M,25943,Suburban,Married
1022,UI73201,M,62375,Suburban,Married
1025,SI31236,M,70200,Suburban,Divorced
1027,VK48036,F,79027,Suburban,Single
1028,EC71986,F,26736,Suburban,Married
1029,DS45802,F,26893,Rural,Married
1030,OA96690,F,47406,Urban,Married
1031,EM27919,M,17622,Suburban,Divorced
1032,QO41043,F,27572,Suburban,Married
1034,PR31642,F,32802,Suburban,Married
1035,PO98961,M,18400,Suburban,Married
1036,TK30357,F,90844,Rural,Divorced
1037,NF31087,F,44685,Suburban,Married
1039,OS75493,F,42589,Suburban,Divorced
1041,HT16519,F,63009,Urban,Married
1042,SZ16483,F,79583,Suburban,Married
1043,VM92311,F,89129,Suburban,Single
1045,WZ31900,F,94389,Rural,Married
1047,ZM86949,F,84106,Suburban,Single
1049,FH51383,F,76717,Urban,Married
1050,BJ53923,M,51978,Rural,Married
1051,CZ96653,F,47325,Rural,Married
1052,FB23788,M,86721,Suburban,Divorced
1053,NT43594,F,24910,Suburban,Single
1054,VO38365,F,90125,Rural,Married
1056,PI47776,F,89451,Rural,Single
1057,MD73554,M,59537,Suburban,Married
1059,YG44474,M,54193,Suburban,Married
1060,UH45301,M,86946,Urban,Married
1062,IK12620,F,12160,Urban,Married
1063,GQ66762,M,33701,Urban,Single
1064,RY92254,M,33531,Suburban,Married
1065,XD85577,M,69417,Rural,Divorced
1066,TM65736,M,38644,Urban,Married
1067,VJ51327,F,63209,Rural,Married
1068,GS98873,F,16061,Suburban,Single
1069,CW49887,F,79487,Suburban,Divorced
1070,MY31220,F,54230,Suburban,Married
1071,UH35128,F,71210,Suburban,Married
1072,WH52799,F,94903,Suburban,Married
1073,WL99637,M,27293,Suburban,Married
1074,UC84059,F,70950,Urban,Married
1076,BH11344,F,37009,Rural,Single
1077,TX28465,M,52629,Rural,Married
1078,OK56965,F,31264,Urban,Divorced
1079,WT22392,F,65473,Urban,Married
1081,KC71643,M,99144,Suburban,Married
1082,NR32615,M,22520,Suburban,Married
1083,GS69842,F,36615,Urban,Married
1084,KP72427,M,64455,Rural,Married
1085,KD23847,F,76374,Suburban,Divorced
1086,GK72076,F,35457,Suburban,Single
1087,NK91488,M,56005,Suburban,Married
1088,QK46697,M,61040,Rural,Married
1089,WP73172,F,81367,Urban,Married
1090,PS30217,F,44817,Suburban,Married
1091,EL62967,F,58508,Rural,Single
1092,MU23938,M,45259,Rural,Single
1093,VC83809,M,30817,Rural,Divorced
1095,QE12539,M,40870,Suburban,Married
1096,YO15246,M,35001,Suburban,Single
1097,WF73839,F,49937,Urban,Married
1099,SV34223,F,58317,Suburban,Married
1101,OY95739,M,17101,Suburban,Single
1104,FZ20933,M,24398,Suburban,Married
1105,WR62597,M,24641,Suburban,Married
1106,KU61611,M,69040,Suburban,Married
1107,XW98867,M,17101,Suburban,Single
1108,PP80817,F,59886,Rural,Married
1109,DT77901,F,14290,Suburban,Married
1110,DX34647,F,43137,Suburban,Married
1111,OD56551,M,27978,Suburban,Single
1112,OO63074,F,25261,Suburban,Married
1113,EH24828,M,58652,Suburban,Married
1114,CX99919,F,28321,Suburban,Single
1118,ZR20842,M,94415,Urban,Married
1120,DF66914,F,45331,Suburban,Married
1121,YM99866,M,53904,Suburban,Married
1125,GF17866,M,28142,Suburban,Married
1126,FU99476,M,74422,Rural,Divorced
1127,KO44736,M,35095,Suburban,Divorced
1128,KI55845,F,55588,Suburban,Married
1129,JJ24476,F,52391,Suburban,Married
1130,VC68509,F,42240,Rural,Married
1131,QN62502,F,70146,Rural,Married
1132,EL92515,F,41121,Suburban,Divorced
1133,VL84149,F,71210,Suburban,Married
1135,BC66921,F,41228,Suburban,Single
1136,IA15979,M,40598,Urban,Single
1138,AH65907,F,51790,Suburban,Married
1139,VG57728,M,92593,Rural,Single
1140,AF81450,M,28657,Suburban,Married
1141,YI28422,M,30262,Suburban,Married
1142,GR26937,F,47197,Rural,Married
1146,LV62981,M,22093,Suburban,Divorced
1147,AS97690,M,54483,Suburban,Married
1148,SG32258,F,18944,Rural,Married
1149,MY80583,F,84365,Suburban,Married
1151,MF53477,F,25147,Suburban,Single
1152,DQ28641,M,14315,Suburban,Married
1153,EX46492,F,87864,Urban,Married
1154,VW20823,M,57844,Suburban,Married
1155,LH26563,F,17913,Suburban,Married
1156,FR56877,F,28806,Suburban,Married
1157,ZY99878,M,90343,Urban,Single
1158,CS15289,F,79041,Rural,Married
1159,VM84548,M,99845,Suburban,Married
1160,IA96447,M,85019,Suburban,Married
1161,PT32230,F,70059,Rural,Married
1162,NK73719,F,70503,Rural,Divorced
1164,XP61034,M,39492,Suburban,Married
1166,FX55923,M,50405,Rural,Divorced
1167,ZZ83340,F,96021,Urban,Married
1170,UF77413,M,65794,Urban,Married
1171,UY45293,M,21975,Suburban,Divorced
1173,PZ94551,F,56649,Suburban,Married
1175,HS85465,M,92296,Suburban,Married
1176,SI78985,F,39448,Rural,Married
1177,KF50730,F,71794,Urban,Married
1178,JO13576,F,21861,Suburban,Married
1179,HJ79774,F,31591,Urban,Married
1180,KI18648,F,60662,Suburban,Divorced
1181,EL99335,F,20608,Suburban,Divorced
1182,LE84979,F,21331,Urban,Divorced
1184,IB80924,F,90783,Urban,Divorced
1185,JF83834,M,36631,Rural,Divorced
1187,YX15941,M,26030,Suburban,Married
1190,GC17585,M,25302,Suburban,Married
1191,FG46258,F,16483,Urban,Married
1193,GT54462,M,73222,Urban,Married
1194,BT76268,F,22061,Suburban,Married
1195,QM38267,F,86321,Suburban,Married
1196,LP82042,M,54668,Suburban,Married
1198,GH54524,M,69497,Rural,Married
1199,DP26592,M,86617,Urban,Single
1200,UP29839,F,22705,Suburban,Divorced
1201,SS48498,F,20836,Rural,Married
1202,OB55054,M,88410,Suburban,Single
1204,SH74080,F,21073,Suburban,Divorced
1206,RB38792,M,66429,Rural,Married
1207,QR72180,F,66889,Urban,Married
1208,TW64385,M,36088,Suburban,Single
1209,UO86707,M,75217,Rural,Single
1211,NF53775,F,17557,Suburban,Married
1212,YB58778,F,81064,Rural,Single
1214,WA84789,F,75313,Suburban,Married
1215,BI34376,F,45703,Suburban,Married
1216,UQ63396,F,40036,Rural,Married
1218,VH45094,M,65870,Urban,Married
1219,KD47243,F,91469,Urban,Single
1220,MY13737,M,42090,Rural,Married
1221,OR48881,F,21368,Rural,Married
1222,OU62604,F,78362,Suburban,Divorced
1223,LW77178,F,33879,Suburban,Married
1224,BQ12347,M,72874,Suburban,Married
1227,BW25236,M,72215,Urban,Married
1228,XO22038,F,39854,Urban,Divorced
1229,QG51953,M,36655,Suburban,Married
1230,SZ56338,F,37995,Suburban,Married
1231,PX60116,F,40867,Suburban,Married
1232,BW46202,F,28804,Rural,Married
1233,GW14109,F,48409,Urban,Single
1234,GP42026,M,19683,Suburban,Married
1235,HR42454,F,88706,Suburban,Married
1236,TL43709,M,89689,Rural,Divorced
1237,OL36978,F,67241,Rural,Married
1238,KT40899,M,75436,Rural,Married
1239,WE60408,F,91761,Suburban,Married
1240,LG64797,F,25771,Suburban,Married
1241,MD87746,M,60920,Urban,Single
1242,FN50615,F,96869,Suburban,Single
1243,QF59448,M,17752,Suburban,Married
1244,MU79385,M,60944,Urban,Married
1245,JH30384,F,22081,Suburban,Married
1246,JE71423,M,73695,Suburban,Married
1248,VG56765,M,95697,Rural,Married
1249,NE24371,F,15300,Suburban,Married
1251,ZF27999,F,12902,Suburban,Divorced
1252,MH40017,M,29809,Suburban,Married
1255,ZJ26179,M,25998,Suburban,Married
1256,VO36036,F,28248,Suburban,Single
1257,ZQ94281,F,68103,Urban,Divorced
1259,UT73461,F,81079,Rural,Married
1260,LT57320,F,22732,Rural,Married
1261,BZ44726,F,49825,Suburban,Married
1263,EG94326,M,77265,Suburban,Married
1265,QI37869,M,12876,Urban,Married
1266,SX65826,M,36431,Suburban,Married
1267,XO42145,M,25927,Suburban,Single
1268,WJ74851,F,26811,Suburban,Married
1269,IG68709,F,41711,Urban,Single
1270,AC75391,F,35091,Suburban,Divorced
1272,YJ69332,F,22081,Suburban,Married
1274,PD32641,M,31320,Urban,Married
1276,QV19964,M,33947,Urban,Married
1278,WB12017,F,21189,Suburban,Divorced
1279,PB43222,M,73759,Suburban,Married
1281,JQ65500,F,44988,Suburban,Married
1282,OI29521,F,33432,Rural,Single
1283,MJ51323,F,46503,Suburban,Divorced
1285,HV93429,F,23636,Rural,Married
1286,TA89713,M,66429,Rural,Married
1287,IE15348,F,28466,Urban,Married
1288,LE65901,F,58082,Rural,Married
1289,FF68864,F,36523,Rural,Married
1290,YX99200,M,54710,Urban,Married
1291,LZ26801,F,73466,Rural,Married
1292,TA66375,F,51643,Suburban,Single
1293,SC92090,M,83846,Suburban,Married
1295,ZD63451,M,53338,Rural,Married
1296,ZA83961,M,75203,Suburban,Single
1297,DT35588,M,60475,Suburban,Married
1298,VF87723,M,30658,Suburban,Married
1300,UW37050,F,60420,Urban,Married
1302,BU41599,F,62739,Urban,Divorced
1303,DB71122,F,15144,Urban,Married
1304,TM14491,M,44428,Suburban,Single
1305,OY94707,M,58297,Suburban,Married
1306,LN55080,F,42191,Rural,Married
1307,TZ47750,M,26057,Suburban,Divorced
1308,SJ74501,F,26608,Urban,Married
1310,ML34366,M,66429,Rural,Married
1311,EI45850,F,25970,Suburban,Married
1312,LD75023,M,48268,Suburban,Divorced
1313,JW12998,F,24279,Suburban,Married
1316,DW59142,F,71879,Rural,Single
1317,KX54900,M,57760,Urban,Single
1318,XV83643,M,20976,Suburban,Married
1319,RX19151,M,67137,Urban,Married
1320,ZH42145,F,50148,Suburban,Married
1321,ET79528,M,23008,Rural,Married
1323,BC66536,F,84869,Suburban,Married
1325,VD27065,M,86860,Suburban,Married
1326,IF38438,F,44695,Rural,Married
1328,FD64348,M,23046,Rural,Married
1330,WV66165,F,84811,Rural,Single
1333,ZZ44902,M,40117,Suburban,Married
1334,JD73594,M,72140,Suburban,Divorced
1336,JS55721,M,12495,Suburban,Divorced
1339,TJ76363,F,36495,Rural,Married
1340,QZ58370,F,86801,Urban,Married
1341,RF44930,M,52679,Rural,Married
1342,VJ44100,M,90804,Urban,Married
1343,PM13394,F,22404,Urban,Married
1344,NL80137,F,14262,Urban,Married
1345,NZ57065,M,36844,Urban,Married
1346,NM42917,F,58703,Rural,Married
1347,RR68322,M,65162,Rural,Married
1348,OF78862,F,54964,Suburban,Married
1349,SC93784,M,61401,Rural,Married
1350,CM59084,F,25147,Suburban,Single
1351,QA41558,F,73536,Urban,Married
1352,SD62061,F,24860,Suburban,Married
1353,VP13613,M,65404,Urban,Married
1354,HF96939,M,34510,Suburban,Divorced
1356,RK24470,M,40113,Urban,Divorced
1357,XQ19793,M,20993,Suburban,Divorced
1359,PS69748,M,83846,Suburban,Married
1360,JE13986,F,62587,Suburban,Married
1362,LD49835,M,73345,Suburban,Married
1364,GD55093,F,22705,Suburban,Divorced
1365,NN68193,M,21440,Suburban,Married
1366,TJ30354,F,22627,Suburban,Married
1367,TA75663,F,38702,Rural,Married
1368,WG15841,M,26790,Suburban,Married
1369,LO68739,F,64859,Urban,Married
1371,EG56026,F,69263,Suburban,Married
1372,VF21395,M,82655,Suburban,Married
1373,SI11249,F,29401,Suburban,Single
1375,VO87785,F,26480,Suburban,Divorced
1378,SJ42058,F,73268,Rural,Married
1379,CU13711,F,95579,Urban,Single
1380,GT65065,F,42142,Urban,Single
1381,UN39066,M,26676,Suburban,Married
1382,UQ85283,M,41279,Rural,Single
1383,YF80144,M,15529,Suburban,Married
1385,DF21541,F,23170,Suburban,Divorced
1386,JL59571,F,17343,Urban,Single
1387,DF94525,M,25854,Suburban,Single
1388,YO58424,M,46900,Suburban,Married
1389,MP76478,F,64125,Urban,Married
1390,HO92982,M,85355,Suburban,Married
1391,MZ24175,F,21604,Suburban,Divorced
1393,QB47024,F,53998,Suburban,Divorced
1395,EP61084,F,68776,Rural,Married
1396,EN38348,F,45039,Rural,Married
1397,HJ15383,M,27658,Rural,Married
1398,LS98306,M,64113,Suburban,Divorced
1399,PZ47477,M,41829,Suburban,Married
1400,LT32391,F,21514,Urban,Married
1401,KK30016,M,27722,Suburban,Divorced
1402,OA89218,F,21506,Suburban,Divorced
1403,CY47265,F,10312,Suburban,Married
1404,ZI47663,F,73054,Urban,Married
1405,GO14008,F,73775,Suburban,Divorced
1406,BC43958,M,44788,Suburban,Married
1407,AI61368,F,22510,Suburban,Single
1408,UF37831,M,54613,Urban,Divorced
1409,PO90615,F,25965,Suburban,Divorced
1410,GY74661,F,34911,Rural,Divorced
1411,MX50302,M,78618,Urban,Divorced
1412,TC84427,F,61080,Urban,Single
1413,IQ82914,F,60415,Rural,Divorced
1414,TY74870,F,25143,Rural,Divorced
1415,II83628,M,41045,Suburban,Single
1416,ZR77995,M,97729,Rural,Married
1417,QT89604,F,55702,Rural,Married
1418,AB21519,F,93272,Urban,Married
1419,MP47256,M,23665,Suburban,Married
1420,MA47641,M,20228,Suburban,Divorced
1421,GQ20713,F,38713,Suburban,Divorced
1422,WW87934,F,23815,Suburban,Married
1424,ET64028,F,47221,Suburban,Married
1425,QA41472,M,34495,Urban,Married
1426,OZ92426,M,46264,Urban,Single
1427,UM69933,M,46051,Suburban,Married
1428,RQ11502,F,23975,Suburban,Married
1430,XY52165,F,78561,Suburban,Married
1432,VH43367,F,61402,Suburban,Married
1433,KG81168,M,65090,Rural,Married
1434,WU14549,M,88495,Suburban,Married
1435,XB17553,M,52797,Rural,Married
1436,MY88518,M,31278,Suburban,Married
1437,XE18554,F,24177,Suburban,Married
1438,NY97446,F,96339,Urban,Married
1439,VT96364,M,68164,Rural,Single
1441,NN65845,F,21603,Suburban,Married
1444,VM85856,F,34990,Rural,Single
1445,EH37385,F,22849,Suburban,Married
1446,FI45719,M,32893,Urban,Married
1449,UD47050,M,26876,Suburban,Single
1450,XZ17273,M,71663,Rural,Married
1452,BW88060,F,16994,Suburban,Married
1453,CP32818,M,64270,Rural,Single
1456,KD63998,M,56342,Suburban,Single
1458,AM30008,M,28327,Suburban,Single
1459,PC83755,M,95697,Rural,Married
1460,XS22323,M,26876,Suburban,Single
1463,OD18225,M,32918,Suburban,Married
1465,NR18672,M,63127,Rural,Married
1466,DM76654,M,22022,Suburban,Single
1467,YY11432,F,51725,Rural,Married
1468,BD77090,F,79090,Urban,Married
1469,XA75063,F,39719,Suburban,Divorced
1470,PQ13422,M,58194,Suburban,Married
1471,NA89685,M,61990,Rural,Married
1472,AL35726,F,41479,Rural,Married
1473,WO70078,F,97899,Rural,Divorced
1474,CA56041,F,63878,Urban,Married
1475,HI41970,F,68671,Rural,Married
1477,WC35554,M,34640,Urban,Married
1478,JR10216,F,21959,Suburban,Married
1479,OH11674,F,51584,Suburban,Divorced
1480,US85318,F,65744,Urban,Divorced
1481,FS19862,F,25198,Suburban,Married
1482,ZP80713,F,79663,Urban,Divorced
1483,OK50159,F,31071,Rural,Single
1484,TP54769,F,39452,Urban,Divorced
1485,FS49381,F,25813,Urban,Divorced
1486,DQ79499,F,59965,Suburban,Married
1488,VO25602,F,98701,Rural,Married
1490,DQ45854,F,64388,Rural,Single
1491,QG15661,M,66841,Rural,Divorced
1492,YA80645,F,33738,Urban,Divorced
1493,TW16499,M,43334,Suburban,Married
1495,NU42684,F,83431,Suburban,Married
1496,FS42690,M,57647,Suburban,Married
1498,HK15299,M,38210,Suburban,Married
1500,SB99002,F,49734,Rural,Married
1501,VW82067,F,97131,Suburban,Married
1502,JG30837,M,11689,Suburban,Divorced
1503,AC22873,F,17120,Suburban,Married
1504,RO85831,M,82157,Suburban,Single
1505,WT71621,F,63297,Urban,Married
1506,OF24813,F,66014,Urban,Married
1507,GH31557,M,98121,Suburban,Divorced
1508,WI89081,M,93495,Urban,Married
1509,IO27771,F,89382,Suburban,Married
1510,HB99061,F,97742,Rural,Married
1513,WQ46946,F,77153,Urban,Married
1514,WJ44028,M,94590,Suburban,Married
1515,WH77063,F,74163,Suburban,Married
1516,FI13966,F,40450,Suburban,Married
1519,RJ90816,F,33243,Rural,Married
1522,NV14535,M,20228,Suburban,Divorced
1523,BM66931,F,92801,Urban,Married
1525,PG82270,M,36845,Suburban,Married
1527,QO79771,F,72330,Rural,Married
1528,EC44438,F,19352,Suburban,Married
1530,ZN33412,F,25073,Suburban,Single
1531,HZ56678,F,20261,Suburban,Divorced
1532,AN36757,M,66851,Urban,Married
1533,NB54665,F,43860,Rural,Single
1535,MX76292,F,48019,Rural,Married
1536,EJ90880,M,28786,Suburban,Married
1537,WO95180,F,22283,Suburban,Divorced
1538,BU53191,F,34133,Rural,Divorced
1539,ZK54897,M,60880,Rural,Married
1541,XD29421,M,48115,Suburban,Married
1542,OP26403,F,32017,Suburban,Married
1543,XK15687,F,58518,Rural,Married
1544,ED29955,M,61542,Suburban,Married
1545,QT84720,F,56761,Rural,Married
1546,ZH35315,M,22976,Suburban,Married
1550,JP12645,M,44428,Suburban,Single
1551,ZF28570,M,52361,Suburban,Single
1552,UU93074,M,32435,Suburban,Married
1553,SZ60450,M,40272,Rural,Married
1554,HL63895,M,30492,Urban,Married
1555,UD27196,M,51524,Suburban,Married
1556,OU53351,M,36635,Suburban,Married
1557,SX50964,F,83389,Urban,Married
1558,RP30093,F,63035,Suburban,Married
1559,BK73302,M,61638,Suburban,Divorced
1560,CS93971,F,21073,Suburban,Divorced
1564,MZ16820,M,86811,Suburban,Married
1565,DO98345,M,72517,Urban,Married
1567,UK76814,F,84424,Urban,Married
1568,SR30440,F,43383,Suburban,Married
1569,XE66367,M,96306,Rural,Divorced
1571,LX99948,F,65134,Urban,Married
1572,DK98861,F,94125,Urban,Married
1573,JX14364,M,39778,Suburban,Married
1575,JY87538,F,91871,Urban,Single
1576,VE55982,M,54000,Suburban,Divorced
1577,WK99918,M,57709,Suburban,Married
1578,XP16538,F,81132,Urban,Divorced
1579,HW42900,M,22926,Suburban,Married
1581,UX71137,F,69205,Urban,Married
1582,ND29059,M,78011,Urban,Married
1583,HC76653,M,32931,Suburban,Married
1584,SG73822,F,99517,Rural,Divorced
1585,CB44654,M,59665,Urban,Single
1586,MQ15074,M,28082,Suburban,Married
1587,YJ43481,F,91099,Urban,Single
1588,TP15362,M,28013,Suburban,Divorced
1589,YX90754,F,55478,Urban,Married
1590,TQ32702,F,22568,Suburban,Married
1592,BY22068,M,39335,Suburban,Married
1595,RD89159,M,58842,Suburban,Married
1598,LS62045,F,70037,Suburban,Married
1600,CD76093,M,59847,Suburban,Married
1601,FO99259,M,26630,Suburban,Divorced
1602,KN87338,F,48039,Rural,Married
1606,LH92841,F,88891,Rural,Married
1607,XR84971,F,36537,Rural,Single
1609,PY80449,M,53603,Suburban,Married
